ASDC1,ASDC2,ASDC3,ASDC4,ASDC5,ASDC6,ASDC7,ASDC8,ASDC9,ASDC10,ASDC11,ASDC12,ASDC13,ASDC14,ASDC15,ASDC16,Target
0.012195122,0.081707317,0.012195122,0.040243902,0.064634146,0.336585366,0.057317073,0.163414634,0.006097561,0.030487805,0.003658537,0.012195122,0.014634146,0.1,0.020731707,0.043902439,1
0.003658537,0.025609756,0.019512195,0.018292683,0.029268293,0.12804878,0.073170732,0.08902439,0.013414634,0.091463415,0.043902439,0.068292683,0.032926829,0.167073171,0.085365854,0.11097561,1
0.012195122,0.048780488,0.030487805,0.024390244,0.048780488,0.146341463,0.106097561,0.075609756,0.054878049,0.167073171,0.11097561,0.069512195,0.012195122,0.041463415,0.032926829,0.018292683,1
0.012195122,0.045121951,0.020731707,0.026829268,0.040243902,0.11097561,0.059756098,0.069512195,0.052439024,0.145121951,0.080487805,0.095121951,0.034146341,0.101219512,0.051219512,0.054878049,1
0.067073171,0.082926829,0.057317073,0.11097561,0.037804878,0.043902439,0.037804878,0.05,0.036585366,0.03902439,0.025609756,0.051219512,0.076829268,0.103658537,0.068292683,0.11097561,1
0.012195122,0.02804878,0.048780488,0.054878049,0.020731707,0.034146341,0.068292683,0.074390244,0.036585366,0.068292683,0.11097561,0.137804878,0.030487805,0.062195122,0.101219512,0.11097561,1
0.034146341,0.024390244,0.069512195,0.019512195,0.043902439,0.025609756,0.07195122,0.042682927,0.067073171,0.047560976,0.11097561,0.059756098,0.097560976,0.059756098,0.145121951,0.080487805,1
0.054878049,0.087804878,0.006097561,0.07195122,0.082926829,0.11097561,0.004878049,0.095121951,0.030487805,0.046341463,0.003658537,0.035365854,0.098780488,0.143902439,0.015853659,0.11097561,1
0.007317073,0.047560976,0.018292683,0.007317073,0.064634146,0.308536585,0.108536585,0.052439024,0.030487805,0.17195122,0.054878049,0.026829268,0.012195122,0.059756098,0.02195122,0.007317073,1
0.067073171,0.069512195,0.1,0.036585366,0.07804878,0.067073171,0.106097561,0.042682927,0.074390244,0.068292683,0.095121951,0.034146341,0.043902439,0.037804878,0.06097561,0.018292683,1
0.043902439,0.096341463,0.103658537,0.07195122,0.013414634,0.054878049,0.040243902,0.041463415,0.03902439,0.118292683,0.095121951,0.082926829,0.026829268,0.068292683,0.059756098,0.043902439,1
0.018292683,0.065853659,0.047560976,0.058536585,0.029268293,0.095121951,0.062195122,0.097560976,0.040243902,0.12804878,0.080487805,0.107317073,0.014634146,0.06097561,0.03902439,0.054878049,1
0.054878049,0.075609756,0.067073171,0.143902439,0.02195122,0.034146341,0.032926829,0.07804878,0.030487805,0.045121951,0.034146341,0.091463415,0.03902439,0.068292683,0.054878049,0.12804878,1
0.018292683,0.03902439,0.025609756,0.003658537,0.1,0.208536585,0.132926829,0.023170732,0.062195122,0.145121951,0.080487805,0.017073171,0.025609756,0.069512195,0.041463415,0.007317073,1
0.12804878,0.035365854,0.12804878,0.091463415,0.037804878,0.007317073,0.035365854,0.024390244,0.091463415,0.023170732,0.080487805,0.064634146,0.091463415,0.024390244,0.081707317,0.054878049,1
0.067073171,0.106097561,0.045121951,0.096341463,0.041463415,0.067073171,0.034146341,0.062195122,0.035365854,0.046341463,0.018292683,0.041463415,0.07804878,0.112195122,0.053658537,0.095121951,1
0.018292683,0.054878049,0.082926829,0.015853659,0.040243902,0.095121951,0.16097561,0.036585366,0.056097561,0.140243902,0.208536585,0.047560976,0.006097561,0.01097561,0.02195122,0.003658537,1
0.025609756,0.054878049,0.07195122,0.054878049,0.030487805,0.054878049,0.086585366,0.053658537,0.03902439,0.07195122,0.095121951,0.070731707,0.03902439,0.080487805,0.103658537,0.067073171,1
0.034146341,0.059756098,0.03902439,0.102439024,0.02804878,0.043902439,0.023170732,0.070731707,0.03902439,0.064634146,0.034146341,0.11097561,0.053658537,0.104878049,0.045121951,0.146341463,1
0.034146341,0.07804878,0.030487805,0.057317073,0.048780488,0.095121951,0.03902439,0.079268293,0.047560976,0.087804878,0.034146341,0.062195122,0.059756098,0.11097561,0.054878049,0.080487805,1
0.018292683,0.070731707,0.029268293,0.037804878,0.068292683,0.208536585,0.095121951,0.113414634,0.043902439,0.136585366,0.054878049,0.062195122,0.006097561,0.025609756,0.01097561,0.018292683,1
0.080487805,0.026829268,0.080487805,0.057317073,0.090243902,0.034146341,0.070731707,0.041463415,0.124390244,0.065853659,0.11097561,0.075609756,0.045121951,0.026829268,0.043902439,0.025609756,1
0.025609756,0.06097561,0.058536585,0.018292683,0.058536585,0.11097561,0.11097561,0.045121951,0.052439024,0.11097561,0.095121951,0.032926829,0.041463415,0.074390244,0.07804878,0.025609756,1
0.034146341,0.035365854,0.095121951,0.06097561,0.023170732,0.018292683,0.06097561,0.042682927,0.070731707,0.063414634,0.165853659,0.106097561,0.036585366,0.030487805,0.101219512,0.054878049,1
0.001219512,0.02804878,0.012195122,0.004878049,0.025609756,0.281707317,0.167073171,0.058536585,0.019512195,0.181707317,0.095121951,0.032926829,0.004878049,0.048780488,0.030487805,0.007317073,1
0.034146341,0.048780488,0.029268293,0.05,0.097560976,0.12804878,0.074390244,0.153658537,0.03902439,0.053658537,0.025609756,0.052439024,0.057317073,0.047560976,0.041463415,0.067073171,1
0.095121951,0.134146341,0.008536585,0.136585366,0.087804878,0.11097561,0.007317073,0.125609756,0.023170732,0.026829268,0.001219512,0.026829268,0.053658537,0.079268293,0.002439024,0.080487805,1
0.034146341,0.124390244,0.064634146,0.025609756,0.070731707,0.231707317,0.117073171,0.05,0.013414634,0.07804878,0.034146341,0.015853659,0.023170732,0.07195122,0.032926829,0.012195122,1
0.018292683,0.048780488,0.031707317,0.026829268,0.082926829,0.186585366,0.119512195,0.107317073,0.048780488,0.12195122,0.067073171,0.065853659,0.017073171,0.024390244,0.014634146,0.018292683,1
0.025609756,0.015853659,0.041463415,0.023170732,0.069512195,0.054878049,0.101219512,0.067073171,0.086585366,0.081707317,0.12804878,0.086585366,0.053658537,0.042682927,0.07804878,0.043902439,1
0.025609756,0.051219512,0.076829268,0.070731707,0.034146341,0.054878049,0.091463415,0.07804878,0.017073171,0.042682927,0.067073171,0.06097561,0.040243902,0.080487805,0.113414634,0.095121951,1
0.208536585,0.13902439,0.029268293,0.080487805,0.115853659,0.067073171,0.017073171,0.043902439,0.063414634,0.036585366,0.007317073,0.019512195,0.081707317,0.05,0.014634146,0.025609756,1
0.043902439,0.1,0.118292683,0.009756098,0.031707317,0.080487805,0.109756098,0.007317073,0.079268293,0.153658537,0.186585366,0.014634146,0.012195122,0.02195122,0.029268293,0.001219512,1
0.034146341,0.056097561,0.031707317,0.047560976,0.1,0.146341463,0.081707317,0.115853659,0.036585366,0.054878049,0.025609756,0.041463415,0.05,0.079268293,0.043902439,0.054878049,1
0.007317073,0.030487805,0.030487805,0.013414634,0.042682927,0.12804878,0.136585366,0.063414634,0.042682927,0.137804878,0.12804878,0.058536585,0.020731707,0.064634146,0.069512195,0.025609756,1
0.025609756,0.087804878,0.057317073,0.03902439,0.040243902,0.12804878,0.08902439,0.051219512,0.036585366,0.112195122,0.067073171,0.051219512,0.029268293,0.095121951,0.056097561,0.034146341,1
0.018292683,0.02804878,0.020731707,0.042682927,0.037804878,0.043902439,0.043902439,0.075609756,0.074390244,0.098780488,0.095121951,0.126829268,0.052439024,0.067073171,0.079268293,0.095121951,1
0.067073171,0.054878049,0.037804878,0.079268293,0.052439024,0.034146341,0.023170732,0.053658537,0.056097561,0.045121951,0.025609756,0.063414634,0.12195122,0.092682927,0.064634146,0.12804878,1
0.018292683,0.069512195,0.03902439,0.043902439,0.047560976,0.146341463,0.08902439,0.102439024,0.019512195,0.067073171,0.034146341,0.046341463,0.036585366,0.112195122,0.06097561,0.067073171,1
0.012195122,0.025609756,0.03902439,0.013414634,0.047560976,0.080487805,0.11097561,0.043902439,0.058536585,0.123170732,0.146341463,0.067073171,0.035365854,0.073170732,0.08902439,0.034146341,1
0.007317073,0.035365854,0.015853659,0.02804878,0.057317073,0.208536585,0.092682927,0.164634146,0.023170732,0.092682927,0.034146341,0.067073171,0.020731707,0.067073171,0.030487805,0.054878049,1
0.018292683,0.047560976,0.062195122,0.023170732,0.040243902,0.080487805,0.112195122,0.046341463,0.032926829,0.07804878,0.095121951,0.032926829,0.05,0.1,0.125609756,0.054878049,1
0.034146341,0.073170732,0.07804878,0.045121951,0.043902439,0.080487805,0.095121951,0.051219512,0.048780488,0.095121951,0.095121951,0.059756098,0.032926829,0.065853659,0.067073171,0.034146341,1
0.007317073,0.019512195,0.026829268,0.004878049,0.048780488,0.11097561,0.170731707,0.020731707,0.075609756,0.187804878,0.256097561,0.031707317,0.004878049,0.013414634,0.019512195,0.001219512,1
0.025609756,0.040243902,0.048780488,0.02804878,0.070731707,0.095121951,0.126829268,0.067073171,0.053658537,0.063414634,0.080487805,0.034146341,0.048780488,0.075609756,0.097560976,0.043902439,1
0.034146341,0.048780488,0.042682927,0.037804878,0.058536585,0.067073171,0.065853659,0.053658537,0.074390244,0.095121951,0.080487805,0.076829268,0.059756098,0.080487805,0.069512195,0.054878049,1
0.043902439,0.079268293,0.032926829,0.07804878,0.074390244,0.11097561,0.052439024,0.109756098,0.054878049,0.084146341,0.034146341,0.069512195,0.031707317,0.06097561,0.02804878,0.054878049,1
0.186585366,0.146341463,0.090243902,0.068292683,0.051219512,0.043902439,0.030487805,0.012195122,0.063414634,0.046341463,0.025609756,0.02195122,0.085365854,0.064634146,0.037804878,0.025609756,1
0.043902439,0.062195122,0.070731707,0.053658537,0.069512195,0.080487805,0.097560976,0.076829268,0.05,0.063414634,0.067073171,0.062195122,0.045121951,0.054878049,0.058536585,0.043902439,1
0.025609756,0.05,0.041463415,0.042682927,0.06097561,0.095121951,0.085365854,0.092682927,0.043902439,0.073170732,0.054878049,0.043902439,0.051219512,0.081707317,0.090243902,0.067073171,1
0.067073171,0.053658537,0.06097561,0.095121951,0.053658537,0.034146341,0.042682927,0.079268293,0.059756098,0.045121951,0.043902439,0.087804878,0.079268293,0.047560976,0.054878049,0.095121951,1
0.043902439,0.090243902,0.084146341,0.045121951,0.074390244,0.12804878,0.12804878,0.068292683,0.047560976,0.091463415,0.080487805,0.053658537,0.009756098,0.023170732,0.019512195,0.012195122,1
0.067073171,0.064634146,0.07195122,0.085365854,0.056097561,0.043902439,0.041463415,0.054878049,0.075609756,0.079268293,0.067073171,0.082926829,0.048780488,0.054878049,0.051219512,0.054878049,1
0.012195122,0.025609756,0.023170732,0.053658537,0.041463415,0.067073171,0.081707317,0.131707317,0.037804878,0.052439024,0.054878049,0.115853659,0.037804878,0.069512195,0.067073171,0.12804878,1
0.025609756,0.120731707,0.025609756,0.057317073,0.041463415,0.208536585,0.041463415,0.104878049,0.025609756,0.097560976,0.018292683,0.045121951,0.019512195,0.103658537,0.020731707,0.043902439,1
0.007317073,0.037804878,0.047560976,0.017073171,0.025609756,0.095121951,0.125609756,0.043902439,0.045121951,0.175609756,0.208536585,0.07804878,0.007317073,0.035365854,0.037804878,0.012195122,1
0.018292683,0.031707317,0.024390244,0.017073171,0.085365854,0.146341463,0.118292683,0.058536585,0.048780488,0.076829268,0.054878049,0.041463415,0.048780488,0.117073171,0.068292683,0.043902439,1
0.043902439,0.137804878,0.090243902,0.062195122,0.015853659,0.11097561,0.068292683,0.065853659,0.041463415,0.136585366,0.080487805,0.065853659,0.003658537,0.036585366,0.02195122,0.018292683,1
0.054878049,0.081707317,0.084146341,0.037804878,0.064634146,0.080487805,0.08902439,0.030487805,0.074390244,0.101219512,0.095121951,0.03902439,0.035365854,0.057317073,0.056097561,0.018292683,1
0.025609756,0.056097561,0.048780488,0,0.114634146,0.231707317,0.197560976,0,0.070731707,0.143902439,0.11097561,0,0,0,0,0,1
0.025609756,0.068292683,0.035365854,0.048780488,0.042682927,0.095121951,0.06097561,0.076829268,0.075609756,0.145121951,0.095121951,0.101219512,0.019512195,0.05,0.025609756,0.034146341,1
0.054878049,0.082926829,0.120731707,0.004878049,0.075609756,0.095121951,0.165853659,0.002439024,0.074390244,0.087804878,0.146341463,0.004878049,0.019512195,0.029268293,0.034146341,0.001219512,1
0.043902439,0.123170732,0.041463415,0.059756098,0.063414634,0.165853659,0.067073171,0.102439024,0.024390244,0.057317073,0.018292683,0.026829268,0.03902439,0.084146341,0.03902439,0.043902439,1
0.007317073,0.069512195,0.019512195,0,0.052439024,0.365853659,0.123170732,0.009756098,0.024390244,0.151219512,0.043902439,0.012195122,0.014634146,0.081707317,0.020731707,0.003658537,1
0.034146341,0.045121951,0.058536585,0.02804878,0.07195122,0.080487805,0.103658537,0.056097561,0.058536585,0.07195122,0.080487805,0.05,0.059756098,0.075609756,0.081707317,0.043902439,1
0.054878049,0.091463415,0.1,0.023170732,0.067073171,0.095121951,0.114634146,0.02195122,0.070731707,0.107317073,0.11097561,0.026829268,0.025609756,0.041463415,0.041463415,0.007317073,1
0.025609756,0.063414634,0.052439024,0.024390244,0.047560976,0.095121951,0.084146341,0.041463415,0.05,0.106097561,0.080487805,0.041463415,0.052439024,0.101219512,0.090243902,0.043902439,1
0.080487805,0.06097561,0.067073171,0.031707317,0.114634146,0.080487805,0.087804878,0.054878049,0.093902439,0.073170732,0.067073171,0.040243902,0.056097561,0.032926829,0.040243902,0.018292683,1
0.043902439,0.073170732,0.07804878,0.036585366,0.069512195,0.095121951,0.101219512,0.051219512,0.064634146,0.104878049,0.095121951,0.052439024,0.029268293,0.043902439,0.042682927,0.018292683,1
0.007317073,0.031707317,0.023170732,0.014634146,0.051219512,0.165853659,0.124390244,0.082926829,0.025609756,0.082926829,0.054878049,0.037804878,0.034146341,0.124390244,0.084146341,0.054878049,1
0.043902439,0.086585366,0.070731707,0.126829268,0.012195122,0.043902439,0.047560976,0.07804878,0.03902439,0.062195122,0.054878049,0.080487805,0.015853659,0.064634146,0.07804878,0.095121951,1
0.007317073,0.02804878,0.026829268,0.02195122,0.054878049,0.165853659,0.132926829,0.135365854,0.017073171,0.053658537,0.043902439,0.03902439,0.031707317,0.092682927,0.081707317,0.067073171,1
0.025609756,0.068292683,0.058536585,0.002439024,0.076829268,0.165853659,0.164634146,0.004878049,0.069512195,0.146341463,0.12804878,0.007317073,0.014634146,0.036585366,0.029268293,0.001219512,1
0.007317073,0.031707317,0.030487805,0.017073171,0.036585366,0.11097561,0.109756098,0.06097561,0.032926829,0.112195122,0.095121951,0.058536585,0.031707317,0.109756098,0.1,0.054878049,1
0.095121951,0.037804878,0.032926829,0.062195122,0.152439024,0.080487805,0.059756098,0.091463415,0.07804878,0.042682927,0.025609756,0.051219512,0.080487805,0.040243902,0.025609756,0.043902439,1
0.054878049,0.025609756,0.045121951,0.12804878,0.047560976,0.018292683,0.030487805,0.084146341,0.040243902,0.020731707,0.025609756,0.07804878,0.091463415,0.047560976,0.075609756,0.186585366,1
0.018292683,0.036585366,0.056097561,0.01097561,0.073170732,0.12804878,0.179268293,0.046341463,0.03902439,0.058536585,0.095121951,0.01097561,0.040243902,0.081707317,0.1,0.025609756,1
0.11097561,0.067073171,0.068292683,0.098780488,0.086585366,0.043902439,0.046341463,0.068292683,0.068292683,0.041463415,0.034146341,0.052439024,0.07195122,0.041463415,0.045121951,0.054878049,1
0.080487805,0.135365854,0.032926829,0.023170732,0.12804878,0.186585366,0.034146341,0.02195122,0.069512195,0.119512195,0.025609756,0.026829268,0.035365854,0.065853659,0.007317073,0.007317073,1
0.007317073,0.063414634,0.034146341,0.030487805,0.019512195,0.165853659,0.107317073,0.069512195,0.029268293,0.162195122,0.095121951,0.069512195,0.003658537,0.075609756,0.041463415,0.025609756,1
0.067073171,0.080487805,0.020731707,0.073170732,0.107317073,0.11097561,0.035365854,0.096341463,0.059756098,0.067073171,0.018292683,0.054878049,0.06097561,0.074390244,0.018292683,0.054878049,1
0.080487805,0.147560976,0.063414634,0.029268293,0.101219512,0.165853659,0.07195122,0.032926829,0.053658537,0.093902439,0.034146341,0.015853659,0.029268293,0.05,0.023170732,0.007317073,1
0.043902439,0.096341463,0.008536585,0.074390244,0.079268293,0.146341463,0.015853659,0.124390244,0.002439024,0.003658537,0,0.004878049,0.090243902,0.168292683,0.013414634,0.12804878,1
0.025609756,0.065853659,0.02195122,0.043902439,0.062195122,0.12804878,0.051219512,0.097560976,0.037804878,0.076829268,0.025609756,0.053658537,0.058536585,0.12195122,0.048780488,0.080487805,1
0.025609756,0.090243902,0.101219512,0.025609756,0.046341463,0.146341463,0.17195122,0.051219512,0.026829268,0.120731707,0.12804878,0.043902439,0,0.007317073,0.01097561,0.003658537,1
0.007317073,0.068292683,0.02195122,0.036585366,0.019512195,0.186585366,0.059756098,0.090243902,0.017073171,0.115853659,0.034146341,0.058536585,0.017073171,0.151219512,0.048780488,0.067073171,1
0.080487805,0.119512195,0.046341463,0.1,0.056097561,0.080487805,0.031707317,0.073170732,0.041463415,0.056097561,0.018292683,0.051219512,0.06097561,0.087804878,0.029268293,0.067073171,1
0.080487805,0.032926829,0.042682927,0.101219512,0.040243902,0.012195122,0.026829268,0.047560976,0.103658537,0.034146341,0.054878049,0.113414634,0.103658537,0.037804878,0.057317073,0.11097561,1
0.034146341,0.070731707,0.062195122,0.004878049,0.095121951,0.165853659,0.137804878,0.014634146,0.064634146,0.131707317,0.095121951,0.017073171,0.024390244,0.047560976,0.030487805,0.003658537,1
0.018292683,0.046341463,0.062195122,0.030487805,0.048780488,0.095121951,0.141463415,0.058536585,0.032926829,0.064634146,0.095121951,0.034146341,0.035365854,0.084146341,0.108536585,0.043902439,1
0.034146341,0.069512195,0.036585366,0.02804878,0.086585366,0.146341463,0.075609756,0.062195122,0.070731707,0.13902439,0.067073171,0.054878049,0.030487805,0.054878049,0.025609756,0.018292683,1
0.043902439,0.075609756,0.059756098,0.043902439,0.067073171,0.095121951,0.090243902,0.068292683,0.05,0.068292683,0.054878049,0.043902439,0.054878049,0.074390244,0.065853659,0.043902439,1
0.018292683,0.082926829,0.02195122,0.041463415,0.041463415,0.165853659,0.048780488,0.096341463,0.036585366,0.117073171,0.034146341,0.065853659,0.031707317,0.11097561,0.031707317,0.054878049,1
0.054878049,0.05,0.074390244,0.073170732,0.084146341,0.067073171,0.090243902,0.096341463,0.035365854,0.030487805,0.043902439,0.042682927,0.06097561,0.051219512,0.07804878,0.067073171,1
0.003658537,0.015853659,0.023170732,0.007317073,0.046341463,0.165853659,0.182926829,0.1,0.024390244,0.086585366,0.095121951,0.048780488,0.02195122,0.065853659,0.07804878,0.034146341,1
0.012195122,0.031707317,0.037804878,0.015853659,0.084146341,0.208536585,0.191463415,0.081707317,0.035365854,0.086585366,0.080487805,0.036585366,0.014634146,0.034146341,0.036585366,0.012195122,1
0.012195122,0.025609756,0.025609756,0.032926829,0.053658537,0.095121951,0.095121951,0.118292683,0.041463415,0.079268293,0.067073171,0.087804878,0.040243902,0.07195122,0.073170732,0.080487805,1
0.003658537,0.02195122,0.029268293,0.007317073,0.032926829,0.12804878,0.163414634,0.054878049,0.029268293,0.129268293,0.146341463,0.05,0.018292683,0.073170732,0.086585366,0.025609756,1
0.007317073,0.035365854,0.014634146,0.029268293,0.037804878,0.12804878,0.05,0.108536585,0.019512195,0.07804878,0.025609756,0.067073171,0.043902439,0.165853659,0.06097561,0.12804878,1
0.001219512,0.031707317,0.013414634,0.008536585,0.024390244,0.308536585,0.175609756,0.065853659,0.015853659,0.16097561,0.080487805,0.036585366,0.001219512,0.046341463,0.02195122,0.007317073,1
0.080487805,0.045121951,0.08902439,0.035365854,0.057317073,0.025609756,0.062195122,0.032926829,0.145121951,0.074390244,0.146341463,0.068292683,0.052439024,0.018292683,0.048780488,0.018292683,1
0.003658537,0.008536585,0.018292683,0.042682927,0.03902439,0.095121951,0.082926829,0.225609756,0.007317073,0.02804878,0.025609756,0.076829268,0.023170732,0.059756098,0.076829268,0.186585366,1
0.018292683,0.054878049,0.059756098,0.034146341,0.032926829,0.080487805,0.090243902,0.051219512,0.042682927,0.114634146,0.11097561,0.062195122,0.031707317,0.080487805,0.091463415,0.043902439,1
0.012195122,0.041463415,0.052439024,0.035365854,0.025609756,0.067073171,0.103658537,0.064634146,0.057317073,0.137804878,0.186585366,0.106097561,0.007317073,0.029268293,0.047560976,0.025609756,1
0.007317073,0.035365854,0.036585366,0.026829268,0.032926829,0.11097561,0.123170732,0.082926829,0.031707317,0.115853659,0.11097561,0.091463415,0.017073171,0.070731707,0.062195122,0.043902439,1
0.003658537,0.025609756,0.037804878,0.019512195,0.014634146,0.067073171,0.097560976,0.057317073,0.031707317,0.157317073,0.208536585,0.131707317,0.009756098,0.05,0.053658537,0.034146341,1
0.025609756,0.029268293,0.030487805,0.081707317,0.03902439,0.034146341,0.047560976,0.109756098,0.046341463,0.040243902,0.043902439,0.117073171,0.063414634,0.056097561,0.069512195,0.165853659,1
0.012195122,0.025609756,0.048780488,0.014634146,0.053658537,0.095121951,0.164634146,0.057317073,0.054878049,0.104878049,0.165853659,0.057317073,0.02195122,0.037804878,0.067073171,0.018292683,1
0.034146341,0.054878049,0.063414634,0.053658537,0.042682927,0.054878049,0.076829268,0.047560976,0.053658537,0.069512195,0.080487805,0.065853659,0.053658537,0.086585366,0.095121951,0.067073171,1
